condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
lymphoedema	936	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	940	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	942	unspecified	unspecified		unspecified	unspecified	present
malaria	29	unspecified	unspecified		unspecified	unspecified	present
malaria	166	unspecified	unspecified		unspecified	unspecified	present
malaria	172	unspecified	unspecified		unspecified	unspecified	present
malaria	212	unspecified	unspecified		unspecified	unspecified	present
malaria	220	unspecified	unspecified		unspecified	unspecified	present
malaria	400	unspecified	unspecified		unspecified	unspecified	present
malaria	417	unspecified	unspecified		unspecified	unspecified	present
malaria	463	unspecified	unspecified		unspecified	unspecified	present
malaria	466	unspecified	unspecified		unspecified	unspecified	present
malaria	559	unspecified	unspecified		unspecified	unspecified	present
malaria	848	unspecified	unspecified		unspecified	unspecified	present
malaria	876	unspecified	unspecified		unspecified	unspecified	present
malaria	1001	unspecified	unspecified		severe	unspecified	present
malaria	1054	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	47	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	319	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	399	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	586	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	696	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	797	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	848	unspecified	unspecified		unspecified	unspecified	present
malignant-brain-tumour	1044	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	108	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	131	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	613	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	871	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	926	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	934	unspecified	unspecified		unspecified	unspecified	present
mallet-finger	970	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	2	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	84	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	182	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	203	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	344	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	416	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	469	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	617	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	638	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	857	unspecified	unspecified		unspecified	unspecified	present
marfan-syndrome	939	unspecified	unspecified		unspecified	unspecified	present
mastitis	350	unspecified	unspecified		unspecified	unspecified	present
mastitis	514	unspecified	unspecified		unspecified	unspecified	present
mastitis	593	unspecified	unspecified		unspecified	unspecified	present
mastitis	620	unspecified	unspecified		unspecified	unspecified	present
mastitis	930	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	247	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	404	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	417	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	622	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	767	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	931	unspecified	unspecified		unspecified	unspecified	present
mastoiditis	1000	unspecified	unspecified		unspecified	unspecified	present
measles	171	unspecified	unspecified		unspecified	unspecified	present
measles	417	unspecified	unspecified		unspecified	unspecified	present
measles	584	unspecified	unspecified		unspecified	unspecified	present
measles	750	unspecified	unspecified		unspecified	unspecified	present
measles	862	unspecified	unspecified		unspecified	unspecified	present
measles	866	unspecified	unspecified		unspecified	unspecified	present
measles	891	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	318	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	466	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	496	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	559	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	571	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	617	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	621	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	676	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	797	unspecified	unspecified		unspecified	unspecified	present
medically-unexplained-symptoms	1007	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	260	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	287	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	404	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	585	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	721	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	997	unspecified	unspecified		unspecified	unspecified	present
menieres-disease	1053	unspecified	unspecified		unspecified	unspecified	present
meningitis	117	unspecified	unspecified		unspecified	unspecified	present
meningitis	152	unspecified	unspecified		unspecified	unspecified	present
meningitis	153	unspecified	unspecified		unspecified	unspecified	present
meningitis	212	unspecified	unspecified		unspecified	unspecified	present
meningitis	300	unspecified	unspecified		severe	unspecified	present
meningitis	305	unspecified	unspecified		unspecified	unspecified	present
meningitis	334	unspecified	unspecified		unspecified	unspecified	present
meningitis	349	unspecified	unspecified		unspecified	unspecified	present
meningitis	400	unspecified	unspecified		severe	worsening	present
meningitis	466	unspecified	unspecified		unspecified	unspecified	present
meningitis	559	unspecified	unspecified		unspecified	unspecified	present
meningitis	597	unspecified	unspecified		unspecified	unspecified	present
meningitis	714	unspecified	unspecified		unspecified	unspecified	present
meningitis	797	unspecified	unspecified		unspecified	unspecified	present
meningitis	903	unspecified	unspecified		unspecified	unspecified	present
meningitis	1027	unspecified	unspecified		unspecified	unspecified	present
meningitis	1053	unspecified	unspecified		unspecified	unspecified	present
meningitis	1054	unspecified	unspecified		unspecified	unspecified	present
middle-east-respiratory-syndrome-mers	171	unspecified	unspecified		unspecified	unspecified	present
middle-east-respiratory-syndrome-mers	350	unspecified	unspecified		unspecified	unspecified	present
middle-east-respiratory-syndrome-mers	417	unspecified	unspecified		unspecified	unspecified	present
migraine	32	unspecified	unspecified		unspecified	unspecified	present
migraine	130	unspecified	unspecified		unspecified	unspecified	present
migraine	260	unspecified	unspecified		unspecified	unspecified	present
migraine	326	unspecified	unspecified		unspecified	unspecified	present
migraine	400	unspecified	unspecified		severe	unspecified	present
migraine	431	unspecified	unspecified		unspecified	unspecified	present
migraine	432	unspecified	unspecified		unspecified	unspecified	present
migraine	530	unspecified	unspecified		unspecified	unspecified	present
migraine	537	unspecified	unspecified		unspecified	unspecified	present
migraine	585	unspecified	unspecified		unspecified	unspecified	present
migraine	696	unspecified	unspecified		unspecified	unspecified	present
migraine	802	unspecified	unspecified		unspecified	unspecified	present
migraine	803	unspecified	unspecified		unspecified	unspecified	present
migraine	855	unspecified	unspecified		unspecified	unspecified	present
migraine	903	unspecified	unspecified		unspecified	unspecified	present
migraine	988	unspecified	unspecified		unspecified	unspecified	present
migraine	1044	unspecified	unspecified		unspecified	unspecified	present
migraine	1053	unspecified	unspecified		unspecified	unspecified	present
migraine	1082	unspecified	unspecified		unspecified	unspecified	present
miscarriage	59	unspecified	unspecified		unspecified	unspecified	present
miscarriage	524	unspecified	unspecified		unspecified	unspecified	present
miscarriage	614	unspecified	unspecified		unspecified	unspecified	present
miscarriage	893	unspecified	unspecified		unspecified	unspecified	present
mortons-neuroma	602	unspecified	unspecified		unspecified	unspecified	present
mortons-neuroma	654	unspecified	unspecified		unspecified	unspecified	present
mortons-neuroma	799	unspecified	unspecified		unspecified	unspecified	present
mortons-neuroma	995	unspecified	unspecified		unspecified	unspecified	present
motion-sickness	155	unspecified	unspecified		unspecified	unspecified	present
motion-sickness	585	unspecified	unspecified		unspecified	unspecified	present
motion-sickness	670	unspecified	unspecified		unspecified	unspecified	present
motion-sickness	1053	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	179	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	215	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	241	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	264	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	425	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	537	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	696	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	1065	unspecified	unspecified		unspecified	unspecified	present
motor-neurone-disease	1068	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	241	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	419	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	517	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	518	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	642	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	681	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	1011	unspecified	unspecified		unspecified	unspecified	present
mouth-cancer	1020	unspecified	unspecified		unspecified	unspecified	present
mouth-ulcers	159	unspecified	unspecified		unspecified	unspecified	present
mouth-ulcers	1009	unspecified	unspecified		unspecified	unspecified	present
mouth-ulcers	1011	unspecified	unspecified		unspecified	unspecified	present
mpox	58	unspecified	unspecified		unspecified	unspecified	present
mpox	399	unspecified	unspecified		unspecified	unspecified	present
mpox	417	unspecified	unspecified		unspecified	unspecified	present
mpox	466	unspecified	unspecified		unspecified	unspecified	present
mpox	470	unspecified	unspecified		unspecified	unspecified	present
mpox	475	unspecified	unspecified		unspecified	unspecified	present
mpox	559	unspecified	unspecified		unspecified	unspecified	present
mpox	615	unspecified	unspecified		unspecified	unspecified	present
mpox	816	unspecified	unspecified		unspecified	unspecified	present
mpox	956	unspecified	unspecified		unspecified	unspecified	present
mpox	1012	unspecified	unspecified		unspecified	unspecified	present
multiple-sclerosis	93	unspecified	unspecified		unspecified	unspecified	present
multiple-sclerosis	179	unspecified	unspecified		unspecified	unspecified	present
